id,title,context,question,answers
6548373-5-0,일베저장소,"2015년 1월 일베 회원 2명은 사단법인 민족문제연구소(이사장 함세웅 신부)가 발굴한 박정희 전 대통령의 친일맹세 혈서 기사는 조작이라는 내용의 글을 게재하였다. 이에 대해 민족문제연구소는 박정희 혈서 기사가 조작이라고 주장한 강용석 전 국회의원, 정미홍 더 코칭그룹 대표와 일베저장소 회원 2명을 정통망법상 명예훼손 및 형법상 업무방해죄로 고소하였다. 민족문제연구소는 1월 13일 ""일베 회원 A씨가 허위사실 유포를 인정하고 자필 사과문을 보내왔다""고 밝혔다. 하지만 후에 증언에 따르면, 사과문을 작성한다면 고소를 취하하겠다고 한 민족문제연구소의 제의로 이러한 사과문이 작성되었으며 같은 혐의로 고소를 받은 다른 일베 회원은 사과문 작성을 거부하였고 재판을 통해 무혐의 처분을 받았다. 한편, 박정희 혈서 기사의 진위여부에 대한 논란은 진행 중에 있다.",함세웅 신부가 이사장으로 있는 법인은?,"{'text': ['민족문제연구소'], 'answer_start': [24]}"
6519624-3-1,신경가소성,"Merzenich와 DT Blake(2002)는 체성 감각과 청각 체계에서의 가소성의 진화를 연구하는데에 피질 이식을 이용하였다. 두 체계는 모두 행동적인 대목에서 유사한 변화를 보여준다. 자극이 인지적으로 보강과 연계되어 있을 때, 그것의 피질 표현은 강화되고 확대 된다. 어떠한 새로운 감각 동작 행동이 습득되었을 때, 피질 표현이 하루 또는 이틀 사이에 두세배로 증가하였고, 이 변화는 몇 주안에 완료 되었다. 이러한 통제 연구는 이 변화가 감각적 경험에 의해서만 발생된 것이 아니고, 감각 경험에 대한 학습을 요구함을 보여준다. 그리고 전형적인 조절 안에서의 보상, 효과적인 고통의 경감과 관련 된 자극일 때에 변화가 최고로 강하게 발생한다.",체성 감각과 청각 체계에서의 가소성 진화를 연구하기 위해Merzenich와 DT Blake가 이용한 것은?,"{'text': ['피질 이식'], 'answer_start': [59]}"
6547852-0-2,이준기,2005년 이준익 감독의 영화 《왕의 남자》에서 오디션을 통해 1000대 1의 경쟁률을 뚫고 여장 광대 ‘공길’ 역으로 캐스팅됐다. 《왕의 남자》는 250개 스크린에서 상영하기 시작해 천만 관객을 돌파했다. 상대적으로 제작비가 적었고 스타 캐스팅이 없는 영화임에도 흥행에 크게 성공했다. 같은 시기에 재벌남 ‘서정우’로 출연한 로맨틱코미디 드라마 《마이걸》이 동시간대 시청률 1위를 고수하는 등 브라운관에서도 흥행에 성공했다. 이를 통해 이준기는 ‘여자보다 예쁜 남자’로 큰 인기를 얻었으며 ‘이준기 신드롬’을 누리며 스타덤에 올랐다. 특히 이준기가 출연한 음료 CF ‘미녀는 석류를 좋아해’는 최단 기간 최대 매출이라는 성과를 이뤘다.,이준기가 출연해 최단 기간 최대 매출의 성과를 이룬 음료 CF는?,"{'text': ['미녀는 석류를 좋아해'], 'answer_start': [319]}"
6569751-1-2,하지원,"하지원은 1996년, 청소년 드라마 《신세대 보고서 어른들은 몰라요》에서 학생 단역으로 연기자로 데뷔했다. 이후 드라마 《파랑새는 있다》(1997), 《용의 눈물》(1998), 단막극 《사랑보다 더 큰 사랑》(1997), 《일요베스트 - 위험한 자장가》(1999)로 작은 역할을 연기하였고, 1999년 5월부터 방영한 청소년 드라마 《학교 2》에서 반항아 장세진 역을 맡아 얼굴을 알리기 시작했다. 2000년에는 세 편의 영화 《진실게임》, 《동감》, 《가위》가 개봉 되었다. 이 작품에서의 그녀의 연기가 평단의 호평을 받아 《동감》으로 제21회 청룡영화상, 제1회 부산영화평론가협회상 여우조연상과 《진실게임》으로 제37회 대종상, 제24회 황금촬영상 신인여우상을 수상하며 연기력을 인정 받았고, 같은 해 9월부터 방영 된 드라마 《비밀》에서는 이희정(김하늘 분)의 운명을 가로채려는 동생 이지은 역을 연기해 MBC 연기대상 여자신인상과 제37회 백상예술대상 TV부문 여자신인연기상을 수상하며 주목을 받기 시작했다. 특히 호러 영화 《가위》(2000)과 《폰》(2002)의 연이은 흥행 성공으로 호러퀸이라는 별칭을 얻었다. 또한 하지원은 가수 왁스의 〈오빠〉와 〈엄마의 일기〉의 뮤직 비디오에 출연과 함께 당시 얼굴없는 가수로 활동하던 왁스를 대신해 대역 가수로 음악 프로그램에 출연했다. 이후 드라마 《인생은 아름다워》(2001)와 《햇빛 사냥》(2002)에서 연거푸 주연을 맡았지만, 저조한 시청률을 기록하며 주목을 받지는 못했다.",비밀에서 이지은 역을 연기해서 MBC 연기대상에서 수상한 것은 무엇인가?,"{'text': ['여자신인상'], 'answer_start': [462]}"
6584358-0-1,스탠_코벨레스키,"스탠리 앤서니 코벨레스키(영어: Stanley Anthony Coveleski, 원래 이름은 스터니슬로스 코왈레브스키(영어: Stanislaus Kowalewski), 1889년 7월 13일 ~ 1984년 3월 20일)는 미국의 전 프로 야구 선수로, 1910년대와 20년대에 메이저 리그 베이스볼(MLB)에서 스핏볼 투수로 활약하였다. 14시즌 동안 아메리칸 리그(AL)의 필라델피아 애슬레틱스, 클리블랜드 인디언스, 워싱턴 세너터스, 뉴욕 양키스에서 뛰었다. 통산 450경기에 출전해 3,082이닝을 던지며 215승 142패, 224완투, 38완봉, 2.89의 평균자책점을 기록했다. 1969년 야구 명예의 전당에 입성했다.",스탠리 앤서니 코벨레스키가 태어난 해는?,"{'text': ['1889년'], 'answer_start': [94]}"
6534087-0-0,람슈타인,"슈베린으로 돌아온 리하르트 크루스페는 The Inchtabokatables의 올리버 리델과 Die Firma의 크리스토프 ""둠"" 슈나이더와 함께 살게되었다. 두 사람과의 동거중 크루스페는 그동안 자신이 해왔던 음악활동이 스스로에게 맞지 않는다는 것을 깨닫게 된다. 크루스페가 원하는 것은 기계적인 소리와 무거운 기타음을 결합한 종류의 음악이었다. 올리버 리델, 크리스토프 슈나이더, 그리고 리하르트 크루스페 이 세 음악인들은 새로운 밴드 프로젝트에 착수하게 된다. 금세 크루스페는 작곡과 작사를 한꺼번에 한다는 것이 쉽지 않다는 것을 깨달았고, 이로 인해 틸 린데만이 람슈타인에 참여하게 된다. 크루스페는 틸 린데만이 일하는 도중 노래부르는 것을 듣고 린데만의 재능을 알아보았다고 한다.",슈베린으로 돌아온 리하르트가 함께 살게된 두 사람 중 The  Inchtaboktables의 멤버는?,"{'text': ['올리버 리델'], 'answer_start': [43]}"
6075593-0-0,맹자,"공자는 예를 실천하는 인간의 주체성을 '인'이라고 했으나 사단(四端)은 공자가 말하는 '인'의 세분화(細分化)라고 하겠다. 한편, 맹자는 '인(仁)이란 사람으로서의 덕'이라 하고 특히 그것이 위정자에 의해서 실현될 것을 강조하고 있다. 즉 공자의 사고방식을 계승하는 면도 있다. 또한 맹자가 말하는 의에는 수오(羞惡)의 마음이라는 의미 이외에, 개개의 예가 적절타당하기 위해서의 원리라는 뜻으로도 사용되고 있다. 바로 그가 '예의'라고 병칭(竝稱)하는 경우이다. 이 경우 맹자는 공자의 '인'을 다시 한번 깊이 고찰했다고 하겠다. 이상과 같이 공자와 맹자로는 용어법에도 차이가 있고 또한 맹자 자신의 용어법에도 일관성이 결여되는 경우가 있으나 개괄적으로 말한다면 맹자는 공자의 사상을 나름대로 발전시켰다고 말할 수 있겠다.",공자가 예를 실천하는 인간의 주체성이라고 주장한 것은?,"{'text': ['인'], 'answer_start': [22]}"
6558007-4-0,창원중앙역,"하지만 기존 마산역과 창원역, 새로 신설되는 (가칭)북창원역이 서로 역 간 거리가 가깝다는 이유로 KTX가 정차 할 수 없다는 우려가 나오기도 하였다. 이러한 우려에 대해 2009년 8월 18일, 당시 지역구 국회의원인 한나라당 권경석 의원은 허준영 한국철도공사 사장으로부터 (가칭)북창원역과 창원역의 KTX 정차는 이미 확정된 사실이다라는 내용을 전해들었다고 밝혔던 바 있다고 전달하였다. 또한 (가칭)북창원역의 경우 지상 2층 규모로 하여, 연면적은 2,955m에 총 110억원이 투입되어 2010년 12월에 준공한다는 내용이 추가로 포함되어 있었으며, 대략적인 정차계획으로 주중 편도 7회, 주말 편도 12회라는 것이 수립되었을 뿐, 구체적인 정차계획은 2010년 6월 즈음에 결정될 방침인 것으로 통보받았다고 추가적으로 언급하기도 하였다.",'북창원역과 창원역의 KTX 정차는 확정된 사실이다'라고 말한 사람은?,"{'text': ['허준영'], 'answer_start': [136]}"
6656721-3-2,교황_알렉산데르_7세,"그가 선호한 건축가는 조각가이자 건축가인 잔 갈레아초 베르니니였지만, 화가이자 건축가인 피에트로 다 코르토나에게도 건축 의뢰를 하였다. 로마의 3대 바로크 건축가들 중 프란체스코 보로미니만이 알렉산데르 7세 재위기간 동안 별다른 작품 활동을 하지 못했는데, 그 이유는 아마도 알렉산데르 7세가 보기에 보로미니의 건축 양식이 괴팍한 데다가 보로미니가 이미 세상 사람들에게 잘 알려진 인물이었다는 점 때문이었을 것으로 보인다. 그렇지만 알렉산데르 7세의 가문 일족들은 산티보 알라 사피엔차 성당을 가문의 문장으로 장식하는 등 보로미니에게 의뢰를 많이 했다. 알렉산데르 7세는 개인적으로 도시 계획과 건축 계획에 관심이 많았으며, 자신의 일기장에 이에 대한 기록을 남겼다. 그의 재위기간 중에 산타 마리아 델라 파체 성당과 코르소 거리, 콜론나 광장과 이에 딸린 건물들이 건축되었다. 아울러 포폴로 문과 포폴로 광장, 산타 마리아 델 포폴로 성당, 성 베드로 광장, 산탄드레아 알 퀴리날레 성당, 스칼라 레지아 등 바티칸 궁전과 성 베드로 대성전의 내부 장식물들, 퀴리날레 궁전의 일부 부분, 미네르바 광장의 오벨리스크과 코끼리상, 키지 궁전에 대한 재시공이 단행되었다.",알렉산데르 7세는 자신의 일기장에도 기록하였듯 어느 분야에 관심이 많았나?,"{'text': ['도시 계획과 건축 계획'], 'answer_start': [326]}"
6546926-20-0,문재인_정부,"2018년 3월 25일 베트남에 이어 중동 국가로는 처음으로 아랍에미리트를 국빈방문했다. 무하마드 빈 자이드 알 나하얀 아부다비 토후국 왕세제와 정상회담을 가졌는데 전략적 동반자 관계를 특별 전략적 동반자 관계로 격상하고 외교·국방 2+2 차관급 협의체를 신설하기로 합의했다. 또한 UAE가 탈석유 전략을 추진하고 있음을 고려해 4차 산업혁명 시대의 고부가가치 창출이 가능한 신기술 및 미래성장 산업 분야로 실질협력을 확대해 나가기로 했다. 한편, 무하마드 왕세제는 딸과 손주들을 소개하며 사저로 문재인 부부를 초청했으며 사막 체험을 하기도 했는데 이에 대해 ""자신들이 지닌 한국에 대한 믿음과 기대를 저버리지 말라는 소망과 당부의 마음이 함께 묻어 있는 것 같다""고 청와대가 평했다.",문재인 대통령이 베트남 다음으로 방문한 나라의 이름은 무엇인가?,"{'text': ['아랍에미리트'], 'answer_start': [34]}"
6486681-0-1,대홍수_(역사),"대홍수(大洪水, 폴란드어: Potop)란 말은 폴란드-리투아니아 연방의 17세기 중반 일련의 전역을 말한다. 넓은 의미로 1648년 흐멜니츠키 봉기(Khmelnytsky (Chmielnicki) Uprising)부터 1667년 안드루소보 휴전(Truce of Andrusovo)까지 연방을 무대로 러시아-폴란드와 제2차 북방 전쟁을 포함한다. 엄밀한 의미로 이 말은 제2차 북방 전쟁(1655년-1660년);다만 리투아니아와 폴란드에서는 스웨덴 대홍수(Swedish Deluge; 리투아니아어: Švedų tvanas, 폴란드어: Potop Szwedzki)라고 알려져 있는 스웨덴의 침입과 연방의 영토 점령을 가리킨다. 전쟁 기간 동안 연방은 강대국의 지위와 어림잡아 인구의 ⅓에 해당하는 인구를 잃었다.",리투아니아와 폴란드에서는 어떤 국가의 침입만을 대홍수로 간주하는가?,"{'text': ['스웨덴'], 'answer_start': [322]}"
6548978-6-1,장기하와_얼굴들_(음반),"멤버들은 음반의 음악을 ""복고의 자양분을 흡수했지만 독자적인 2000년대""의 것으로 소개했다. 소속사 붕가붕가레코드의 관계자는 ""2집은 1집과 다르게 건반사운드가 추가돼 전반적으로 사이키델릭한 느낌이 날 것""이라고 말했다. 장기하는 휴식기를 보내던 중 《웨이브》와 가진 인터뷰에서 2집이 ""아마 '포크 록'이라기보다는 '그냥 록'이 될 것 같다""고 언급한 바 있었고, 붕가붕가레코드 고건혁 대표는 ""사이키델릭 록으로 만들어지고 있""다고 말했다. 산울림과 송골매의 영향력이 더 커진 것이 아니냐고 묻는 질문에 장기하는 ""딱히 산울림과 송골매의 영향이라고만 말하긴 어렵다. 물론 너무너무 존경하는 선배님들이지만, 영향 받은 걸로 따지만 외국 음악도 많다.""며 ""노래를 만들면서 가장 적합한 사운드를 선택한"" 것이라고 말했다. 정중엽은 ""음악은 듣기에 좋은 게 제일입니다. 억지로 뭔가를 비틀려고 노력한다거나, 해괴한 소리를 만들려 하지 않았""으며, 장기하는 ""작위적인 것도, 평범한 것도 싫어요. 자연스러우면서 독특한 걸 포착했을 때의 쾌감은 창작의 고통에 비할 바가 아니죠.""라고 말했다.",1집과 2집 음반의 차이점은 무엇인가?,"{'text': ['사이키델릭한 느낌'], 'answer_start': [101]}"
6471715-1-2,2015년_11월_14일_대한민국_민중총궐기,"경찰 측에서 시위진압 규정을 위반하였다는 의혹이 나왔다. 폭력행위가 수반되는 대규모 시위에 경찰 또한 강경한 대응으로 맞섰는데, 시위대를 향해 캡사이신이 섞인 물대포를 발사할 때 곡사가 아닌 직사로 발사했으며, 권총 형태 살수총을 사람을 향해 직접 분사하는 등 위험한 모습을 보였다. 이 과정에서 경찰에 공세를 펼치던 무리와 함께 경찰 버스를 밧줄로 당겨서 끌어내던 백남기가 이를 저지하는 경찰의 물대포를 맞아 쓰러진 후, 오후 7시 8분께 뇌출혈로 구급차에 후송되어 서울대학교병원 중환자실로 옮겨져 4시간에 걸친 수술을 받았으나, 2016년 9월 25일 (향년 68세) 사망하였다. 한 청년은 경찰이 쏜 물대포에 맞아 뼈와 인대가 끊어졌으며, 구급차로 들어가는 동안에도 경찰이 물대포를 발사하기도 하였다.",경찰 버스를 밧줄로 당겨 저지하던 백남기의 사인은 무엇인가?,"{'text': ['뇌출혈'], 'answer_start': [247]}"
6227985-0-0,하인츠_구데리안,"1901년부터 1907년까지 다양한 군사학교들을 전전한 그는 1907년 하노버 엽병 대대에 입대하였으며, 1911년 제3무선통신 대대로 배속된 그는 1913년 마르가레테 괴르네와 결혼하여 두 아들을 낳았다. 제1차 세계 대전 당시 그는 통신장교로서 복무하였으며, 코프렌츠 제3통신대대에 근무하여 무선 기술을 익히게 되었다. 전후 베르사이유 조약에 의해 10만으로 감축된 독일군에 남아 제10엽병대대의 대대장으로서 당시 조약이 금지하고 있던 참모부의 멤버가 된다. 대전 뒤 베르사유조약에 의해 참모본부, 군학교, 항공기, 잠수함, 전차의 보유를 금지당하고, 병력도 10만 명으로 제한된 바이마르 공화국의 육군에 남게 되었다. 병무국이 설치되어 철도 전송, 통신, 자동차 전송을 관할하는 교통병감부(독일어: Inspektion der Verkehrstruppen)에 근무했다.",하인츠 구데리안은 1907년 어디에 입대하였는가?,"{'text': ['하노버 엽병 대대'], 'answer_start': [40]}"
6584161-3-1,손바이_버사르,"손바이 버사르와 손바이 버사르의 새로운 영주국은 다시 분쟁이 발생한다. 1752년 알폰소 살레마는 내란을 음모했다는 죄목으로 네덜란드 동인도 회사로부터 추방당하게 된다. 알폰소 살레왕의 손자인 알폰수스 아드리아누스 (Alphonsus Adrianus)왕은 내륙지역에서 그의 새로운 왕국을 세운다. 1802년 알폰수스 왕의 죽음이후, 그의 후계자이자 아들인 나이 소베 손바이 2세 (Nai Sobe Sonbai II)는 1808년~1867년까지 길고 힘든 통치 기간동안 자기의 권좌 유지에 어렴움을 겪으며 서서히 권력을 새로이 규합해 나갔다. 1847년에서 1850년 그리고 1855년에서 1857년 두 차례 쿠팡 지역에서 네덜란드와의 전쟁이 발발하였다. 손바이 버사르의 마지막 왕인, 나이 소베 손바이 3세 (Nai Sobe Sonbai III 재위 기간 1885~1906)는 항거 끝에 1906년 네덜란드 군인들에게 체포되었다. 나이 소베 손바이 3세는 숨바 섬으로 추방이 되었고 1922년에 그곳에서 숨을 거두었다. 현재의 서티모르에서는 나이 소베 손바이 3세를 식민지 열강들에 대항한 영웅으로 평가 받으며, 쿠팡의 중심부에는 그를 기리는 기념상이 세워져 있다.",손바이 버사르의 마지막 왕은?,"{'text': ['나이 소베 손바이 3세'], 'answer_start': [383]}"
6477336-0-0,국민의당_제보_조작_사건,"6월 28일 오전 8시부터 검찰은 이유미의 주거지와 사무실, 이준서 전 최고위원의 주거지 등을 압수수색하고, 오후 3시30분 경에 이유미에 대한 구속 영창을 청구하였으며, 이 전 최고위원도 피의자 신분으로 전환하였다. 한편 이용주 국민의당 의원은 28일 기자 간담회에서 4월 22일부터 5월 6일까지 이유미와 이 전 최고위원 사이에 오간 카카오톡 메시지를 공개하며, ""이유미는 제보 조작 사실을 이준서 전 최고위원에게 알린 바가 없다고 진술했다. 이유미가 '제보 조작을 당이 지시했다'고 주장했다는 내용은 사실무근""이라고 주장하였다. 이준서 전 최고위원 또한 SBS와의 인터뷰에서 이유미와의 카카오톡 메시지를 공개하며, 증거의 조작을 의심하지 못했으며 이유미에게 속았다고 주장하였다.",검찰이 이준서 전 최고위원의 주거지 등을 압수수색한 때는 언제인가?,"{'text': ['6월 28일 오전 8시'], 'answer_start': [0]}"
6546073-8-1,뉴욕,"뉴욕에는 매년 4,700만 명의 이상의 외국인 및 미국인이 방문하여, 관광 산업은 뉴욕에서 가장 중요한 산업 중 하나이다. 유명한 관광지로는 엠파이어 스테이트 빌딩, 엘리스 섬,리버티 섬, 과 메트로폴리탄 박물관과 같은 많은 박물관, 미술관, 센트럴 파크, 워싱턴 스퀘어 파크, 록펠러 센터, 타임스 스퀘어, 브롱크스 동물원, 코니 아일랜드, 뉴욕 식물원 등이 있다. 또한 5번가와 매디슨 로에서 다양한 쇼핑을 할 수 있다. 특히 5번가에는 애플의 애플스토어가 위치해 있다. 또한 벽돌 양식의 빌딩 중 현재 세계에서 가장 높은 크라이슬러 빌딩과 그 옆에 수많은 영화에 등장하는 뉴욕에서 가장 유명한 역중 하나인 그랜드 센트럴 역이 이곳에 있다. 또한 그리니치 빌리지에서는 핼러윈 퍼레이드, 트라이베카 영화제 등 여러 축제, 행사도 개최된다. 리버티 섬에 위치한 자유의 여신상은 유명한 관광지이자 미국에서 가장 유명한 상 중 하나이다.",애플의 애플스토어가 있는 뉴욕의 거리는?,"{'text': ['5번가'], 'answer_start': [241]}"
6488203-41-1,김대중,"2009년 12월 19일, 뉴스위크 인터넷판이 '올해 세상을 떠났지만 잊혀지지 않을 저명인사'로 김대중 전 대통령을 포함해 전 세계 36명의 명사를 선정해 소개했다. 뉴스위크는 ""죽음을 두려워하는 자들은 삶을 시작할 수 없다""는 미국의 성직자 헨리 반 다이크의 말을 인용하면서 김대중 전 대통령을 비롯해 정.재계, 연예계, 학계에서 탁월한 업적을 남긴 저명인사 36인은 올해 세상을 떠났지만 사람들의 뇌리 속에 영원히 기억될 것이라고 평가했다. 특히 뉴스위크는 ""김 전 대통령은 1997년 한국의 대통령에 당선될 때까지 군부 독재에 항거하고 망명과 투옥, 납치, 암살 위협 등 고난의 세월을 이겨낸 야권 지도자""였다고 소개했다. 또 ""김 전 대통령은 재임시 남북 화해를 증진시킨 공로로 노벨 평화상을 받았다""라고 덧붙였다.","""죽음을 두려워하는 자들은 삶을 시작할 수 없다""고 말한 미국의 성직자는?","{'text': ['헨리 반 다이크'], 'answer_start': [136]}"
6492086-22-0,도호쿠_지방_태평양_해역_지진,"일본 가나가와 현 하코네 정의 하코네 화산 지하 얕은 곳에서는 본진의 흔들림이 계속되었던 14시 59분부터 50분동안 규모 M3.8-4.2의 지진이 4차례 연달아 일어났는데, 가나가와 현 온천지학연구소의 지진계 분석을 통해 본진의 흔들림이 하코네 산 지진과 합쳐져 가나가와 현 지역에서는 최대진도 6약의 흔들림이 있었던 것으로 밝혀졌다. 진원지는 하코네 산 고마가타케-오와쿠다니 지하 2-6km 지점이었고, 규모는 M4 정도였기 때문에 강한 흔들림은 0.5초 동안만 이어졌다. 하코네 화산 지진은 하코네 산의 단층이 본진의 영향을 받기 쉬운 방향에 있었기 때문에 본진으로 생긴 장주기 표면파가 단층을 자극하여 유발한 지진으로 보고 있다. 하코네 화산 지진은 하코네 산에 본진의 표면파가 도달한 직후 일어났으며, 본진 지진파가 지반에 쌓인 응력을 변화시켜 생긴 동적 유발지진으로 추측된다.",가나가와 현 하코네 정에서 발생한 지진의 규모는?,"{'text': ['M3.8-4.2'], 'answer_start': [69]}"
6209726-9-2,케이티_페리,"2008년 페리는 Warped Tour에 출연했다. 2008년 11월에는 2008 MTV 유럽 뮤직 어워드 진행을 맡았고, 이 날 최우수 신인상을 받기도 했다. 2009년 1월부터 11월까지 《One of the Boys》 홍보를 위한 페리의 첫 월드 투어 Hello Katy Tour를 진행했다. 2009년 8월 4일에는 노다웃의 Summer Tour 2009에 하루만 오프닝 게스트로 무대에 올랐다. 2009년 11월 2009 MTV 유럽 뮤직 어워드에서 다시 한 번 진행을 맡게 되면서 최초로 2년 연속 진행을 맡은 인물이 되었다. 2009년 7월 22일에는 《MTV Unplugged》라는 제목의 라이브 앨범 녹음을 진행했다. 앨범에는 어쿠스틱으로 편곡한 《One of the Boys》에 수록된 다섯 곡과 〈Brick by Brick〉와 〈Hackensack〉라는 새로운 두 곡이 실렸다. 앨범은 11월 17일에 발매되었다. 이외에도 페리는 두 곡의 다른 음악가 노래에 참여했다. 2009년 9월 콜로라도 출신의 밴드 3OH!3의 노래 〈Starstrukk〉 리믹스 버전에 참여했으며, 2010년 1월 팀발랜드의 앨범 《Shock Value II》에 수록된 〈If We Ever Meet Again〉이라는 노래에 듀엣으로 참여했다. 케이티 페리는 데뷔 싱글과 그 이후 싱글 두 장 모두 200만 건 이상의 디지털 판매량을 기록하면서 ""미국 디지털 차트의 최고 여자 가수 스타""로 기네스북에 등재되었다. 《빌보드》가 선정한 2000년대 최고의 핫 100 아티스트 순위에서는 51위에 선정되었다.",케이티 페리가 2009년 8월 4일에 하루만 오프닝 게스트로 무대에 오른 프로그램은?,"{'text': ['노다웃의 Summer Tour 2009'], 'answer_start': [181]}"
6501226-0-1,마크_벌리,"계약의 마지막 해인 2007년에 벌리는 4월 18일에 있었던 텍사스 레인저스와의 경기에서 노히트 노런을 기록했다. 화이트삭스의 투수로서는 16년만의 일이였다. 이 노히트 노런은 아쉽게도 퍼펙트 게임이 되지 못했는데 그 이유는 5회에 새미 소사에게 볼넷을 1개 내준것 때문이였다. 그러나 볼넷을 내준 후 소사를 견제사 시켜 27명의 타자로 경기를 종료시켰다. 그야말로 아쉬운 퍼펙트 게임과도 같았다. 이후 6월이 끝날 때까지 15경기에 등판하여 5승 4패, 방어율 3.33을 기록한다. 그 결과 7월 8일에는 벌리와 화이트삭스는 4년에 5,600만 달러에 계약을 연장했다. 그렇게 좋은 시즌을 보냈던 벌리는 2001년이후 자신에게 있어서 가장 적었던 30경기 선발등판, 201이닝 투구, 10승(9패)을 기록한다. 하지만 방어율은 3.63으로 다시 돌아왔다.",화이트삭스에서 벌리의 역할은?,"{'text': ['투수'], 'answer_start': [71]}"
6482022-4-2,김연아,2007년 5월부터 안정되고 체계적인 훈련을 하기 위해 연습거점을 캐나다 토론토로 옮기고 토론토 크리켓 스케이팅 & 컬링 클럽 에서 코치인 브라이언 오서와 함께 훈련하기 시작했다. 2007년 11월 8일에 열린 컵 오브 차이나에서 쇼트프로그램(SP)과 프리스케이팅(FS)에서 한 번씩의 점프 실수를 하였음에도 불구하고 전체적으로 안정되고 질높은 연기를 선보여 프리스케이팅에서 122.36점으로 자신의 최고기록을 갱신하며 우승을 차지했다. 11월 24일에는 러시아 모스크바에서 열린 컵 오브 러시아에 참가하여 프리와 총점에서 개인최고기록을 갱신하면서 우승을 차지하였다. 특히 이 대회 프리스케이팅에서 기록한 133.70점은 이전까지 세계 최고 기록이었던 아사다 마오의 133.13점을 넘어서는 세계신기록이었다.,2007년 11월 24일에 컵 오브 러시아에서 김연아가 얻은 성과는?,"{'text': ['우승'], 'answer_start': [307]}"
6511494-0-1,서대구화물역,"1991년 6월에 법인이 설립되고 1993년 9월에 도시계획 시설로 결정되어, 1996년 12월부터 대구광역시와 철도청(당시), 민간업체 22개사가 공동으로 출자하여 ‘제3섹터’ 방식으로 대구광역시 서구 이현동의 부지에 서대구 복합 화물역사를 건립하는 공사가 추진되어 왔으며, 1997년 2월 21일에 대구복합화물터미널 기공식이 열렸다. 하지만 같은 해 12월, 당시 IMF 사태의 영향으로 주간사였던 청구의 부도로 인해 사업이 중단되었다. 2000년 6월에 재개되어 역사 건립까지 완료되었으나, 이번에는 영업 시설에 투자할 사업주관사에 희망하는 업체가 없어 이를 선정하지 못하는 바람에 공사가 중단되어 2003년 이래 수년간 방치되었다.",IMF 사태로 인해 부도가 난 주간사의 이름은?,"{'text': ['청구'], 'answer_start': [225]}"
6355134-0-0,고양_(점성술),"승교점은 게자리의 3도에서 강교점은 사수자리의 3도에서 고양지위를 갖는다. 그 위치들은 11세기 알비루니의 저서 《점성예술의 요소에 대한 소개서(Book of Instruction in the elements of the art of astrology)》와 같은 중세 초기 아랍 시대의 점성술 문헌들에 수록되어 있다. 현대 베다 점성가들은 교점의 고양 지위에 중요성을 부여하는 반면, 중세 유럽을 통해 전해진 서양 점성술의 전통은 그 실천에 있어서 전통적으로 그리고 현재에 그것들을 약간만 사용한다. 그리스인들과 페르시아인들과는 반대로 알비루니는 그 점들의 고양에 대해 알리며, 그 원리를 ""아주 적절한"" 것으로 묘사했는데 반해, 그의 시대의 힌두 점성가들은 태양과 목성 그리고 토성의 고양 위치에 일치가 없었으며, 교점의 고양은 인정하지 않았다.",승교점이나 강교점에 대한 위치가 저술되어 있던 중세 아랍 점성술 책의 이름은?,"{'text': ['점성예술의 요소에 대한 소개서(Book of Instruction in the elements of the art of astrology)'], 'answer_start': [64]}"
